,window_size,step_size,kernel_size,pool_size,optimizer,activation,learning_rate,temporal_filters,batch_normalization,n_conv_layers,n_fc_layers,n_neurons_2nd_layer,dropout_rate,val_loss,val_accuracy,date
0,50.0,0.8,3.0,2.0,adam,elu,0.00012630337095100868,30.0,True,0.0,0.0,0.6,0.0,0.38564482033252717,0.8436558663845062,2021-07-12_15-38-48
1,100.0,0.1,3.0,3.0,sgd,relu,0.0009076535388598471,40.0,False,1.0,0.0,0.6,0.6,0.30178471803665163,0.8836303591728211,2021-07-12_16-58-59
2,100.0,0.2,5.0,3.0,adam,elu,0.0014677225425261842,50.0,True,0.0,2.0,0.65,0.6,0.32523512542247773,0.8990188121795655,2021-07-12_15-45-58
3,50.0,0.3,5.0,3.0,adam,relu,0.00023562372369103905,40.0,False,1.0,1.0,0.75,0.0,0.37014954090118407,0.8495663166046142,2021-07-12_17-33-01
4,50.0,0.1,3.0,3.0,adam,relu,0.00024054242949861956,40.0,False,1.0,1.0,0.75,0.0,0.20295906141400338,0.9505084216594696,2021-07-12_18-00-00
5,100.0,0.3,5.0,3.0,sgd,relu,0.0001923131371209588,40.0,False,1.0,1.0,0.45,0.6,0.6599124610424042,0.7140677034854889,2021-07-12_18-32-29
6,50.0,1.0,3.0,3.0,adam,relu,7.117288716891617e-05,30.0,False,1.0,1.0,0.75,0.6,0.4583905339241028,0.7793815791606903,2021-07-12_17-33-45
7,100.0,0.2,3.0,3.0,adam,relu,0.002595796188281581,50.0,False,1.0,2.0,0.45,0.0,0.29706975519657136,0.9174823820590973,2021-07-12_19-51-05
8,100.0,0.1,5.0,3.0,adam,elu,0.0007084369039467695,10.0,False,1.0,2.0,0.5,0.6,0.2229327827692032,0.9167884051799774,2021-07-12_19-57-14
9,50.0,0.2,7.0,2.0,adam,relu,4.620167222318753e-05,50.0,True,1.0,2.0,0.3,0.6,0.2942353472113609,0.8776513874530792,2021-07-12_16-40-18
10,50.0,0.7,3.0,3.0,sgd,elu,0.0009695635116450135,50.0,False,0.0,1.0,0.55,0.6,0.44363310635089875,0.7882352948188782,2021-07-12_19-08-26
11,100.0,0.4,5.0,3.0,adam,relu,0.00031765420487061765,50.0,False,1.0,0.0,0.55,0.6,0.27225482165813447,0.8968092679977417,2021-07-12_17-15-39
12,100.0,0.4,7.0,3.0,sgd,relu,0.00018800563076564118,40.0,False,1.0,0.0,0.65,0.6,0.6648115873336792,0.6505610078573227,2021-07-12_18-25-22
13,100.0,0.1,3.0,3.0,adam,relu,0.00017799380364340973,50.0,False,1.0,2.0,0.5,0.6,0.11104405149817467,0.9671264052391052,2021-07-12_19-30-42
14,100.0,0.1,3.0,3.0,adam,relu,0.0005286788062528972,50.0,False,1.0,2.0,0.4,0.6,0.105789565294981,0.9694967806339264,2021-07-12_19-36-52
15,100.0,0.4,7.0,2.0,adam,relu,2.3158573556864235e-05,30.0,True,0.0,1.0,0.55,0.0,0.41636033058166505,0.8272791028022766,2021-07-12_15-31-45
16,100.0,0.8,5.0,3.0,adam,relu,0.00029108414693906226,50.0,True,0.0,2.0,0.35,0.0,0.5130830526351928,0.7240877747535706,2021-07-12_16-14-43
17,100.0,0.7,3.0,3.0,adam,relu,0.0001681202561448588,40.0,True,0.0,2.0,0.5,0.0,0.5083145350217819,0.7640137374401093,2021-07-12_16-21-40
18,50.0,0.1,3.0,3.0,adam,relu,0.00041698897021911075,10.0,False,1.0,0.0,0.55,0.6,0.25156713724136354,0.8976542890071869,2021-07-12_18-56-09
19,100.0,0.1,3.0,3.0,adam,relu,0.0003316759638516821,50.0,False,1.0,2.0,0.4,0.6,0.10692449901252984,0.968011349439621,2021-07-12_19-23-38
20,100.0,0.4,3.0,2.0,adam,elu,0.0007721709961035945,10.0,False,1.0,1.0,0.4,0.6,0.2834463700652122,0.8969495177268982,2021-07-12_15-46-28
21,100.0,0.3,3.0,3.0,adam,relu,0.000667801046867424,40.0,False,1.0,1.0,0.65,0.6,0.2549915097653866,0.9137211680412293,2021-07-12_16-59-34
22,100.0,0.1,3.0,3.0,adam,relu,0.0031042477084125613,40.0,False,1.0,1.0,0.75,0.6,0.14747187551110982,0.9582436442375183,2021-07-12_16-51-54
23,100.0,0.1,3.0,3.0,adam,relu,0.0005920561454575765,50.0,True,1.0,2.0,0.35,0.6,0.16083141267299653,0.9378224194049836,2021-07-12_19-44-13
24,50.0,0.5,3.0,2.0,adam,relu,0.002106975461847522,40.0,False,1.0,1.0,0.65,0.6,0.5382223576307297,0.8380569398403168,2021-07-12_18-10-13
25,100.0,0.1,3.0,3.0,adam,relu,0.00013393387593955205,50.0,False,1.0,0.0,0.65,0.6,0.15050158128142357,0.9440345525741577,2021-07-12_17-08-50
26,100.0,0.1,3.0,3.0,adam,relu,0.0002242503467729842,50.0,False,0.0,2.0,0.5,0.6,0.1946362867951393,0.9378057420253754,2021-07-12_19-58-52
27,50.0,0.4,5.0,3.0,adam,elu,9.088186434428602e-05,30.0,True,0.0,1.0,0.35,0.6,0.35543293654918673,0.8489530444145202,2021-07-12_16-22-58
28,100.0,0.2,3.0,3.0,adam,relu,0.0073783756156380245,40.0,False,1.0,0.0,0.45,0.6,0.34692715257406237,0.9028084635734558,2021-07-12_16-41-05
29,100.0,0.4,3.0,2.0,adam,relu,0.0011115694764602384,50.0,False,1.0,1.0,0.7,0.6,0.3912530317902565,0.9011804819107055,2021-07-12_18-56-45
30,100.0,0.7,5.0,2.0,sgd,elu,0.0001197937311147181,30.0,True,0.0,1.0,0.2,0.6,0.3820809334516525,0.8225542068481445,2021-07-12_15-32-25
31,50.0,0.6,3.0,3.0,sgd,relu,0.0008743690391006028,30.0,False,1.0,1.0,0.75,0.6,0.5703180760145188,0.7546445310115815,2021-07-12_17-49-41
32,100.0,0.2,7.0,2.0,adam,elu,0.0011323950375706393,30.0,True,1.0,1.0,0.25,0.6,0.2366981565952301,0.9196445286273957,2021-07-12_16-31-26
33,50.0,0.1,5.0,3.0,sgd,relu,0.00013280769947802574,40.0,False,1.0,1.0,0.7,0.6,0.5184731811285019,0.7910033881664276,2021-07-12_17-42-50
34,50.0,0.3,5.0,3.0,adam,relu,0.0006744635355815843,40.0,False,1.0,1.0,0.6,0.6,0.5033908188343048,0.8457289397716522,2021-07-12_18-01-19
35,100.0,0.2,3.0,3.0,adam,relu,0.00044613460314010724,50.0,False,1.0,2.0,0.35,0.6,0.25326940044760704,0.928304934501648,2021-07-12_19-38-01
36,100.0,0.2,3.0,3.0,adam,relu,0.0011869251747801868,50.0,False,1.0,2.0,0.45,0.6,0.29924301952123644,0.902802586555481,2021-07-12_19-45-18
37,100.0,0.5,9.0,3.0,adam,elu,0.00044305951583983915,20.0,False,0.0,2.0,0.2,0.6,0.30029239058494567,0.877314168214798,2021-07-12_16-23-34
38,100.0,0.2,3.0,2.0,adam,elu,0.0023323197710346496,50.0,False,0.0,1.0,0.45,0.6,0.5327626734972,0.8789394974708558,2021-07-12_15-40-34
39,100.0,0.2,5.0,3.0,adam,elu,0.001421152945084283,20.0,False,0.0,2.0,0.6,0.6,0.30398881882429124,0.8962837815284729,2021-07-12_15-47-02
