val_loss,val_accuracy,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.055279938690364364,0.9827913343906403,True,,,1,16395d903c3145dd96b412724fab6737,2021-07-27_12-51-32,1627390292,39.30144786834717,39.30144786834717,164672,6f28ddc9333e,172.17.0.4,39.30144786834717,0,1,390bcf5e
