epoch,accuracy,loss,val_accuracy,val_loss
0,0.49453750252723694,0.6970755457878113,0.5465116500854492,0.6901519298553467
1,0.5608157515525818,0.6873238682746887,0.5348837375640869,0.6897556185722351
2,0.5797523856163025,0.6794221997261047,0.5726743936538696,0.6861636638641357
3,0.62855064868927,0.6596323251724243,0.5901162624359131,0.6821855306625366
4,0.6190822720527649,0.6514239311218262,0.5639534592628479,0.6827445030212402
5,0.6576839089393616,0.6309496760368347,0.6162790656089783,0.6589219570159912
6,0.6664239168167114,0.6055421233177185,0.5901162624359131,0.688536524772644
7,0.7013838291168213,0.5844547152519226,0.6366279125213623,0.6567709445953369
8,0.6941004991531372,0.5714656114578247,0.625,0.6641091704368591
9,0.7276037931442261,0.5453912019729614,0.6220930218696594,0.6748815774917603
10,0.745083749294281,0.5159925818443298,0.6075581312179565,0.6749823093414307
11,0.7727603912353516,0.48263800144195557,0.6424418687820435,0.6852248311042786
12,0.7793153524398804,0.4645691215991974,0.6133720874786377,0.7007133364677429
13,0.8018936514854431,0.43186330795288086,0.6308139562606812,0.7174571752548218
14,0.8463219404220581,0.37809088826179504,0.625,0.6878418922424316
15,0.8674435615539551,0.32777729630470276,0.6424418687820435,0.6728823781013489
16,0.8827385306358337,0.29405179619789124,0.6424418687820435,0.809299886226654
