epoch,accuracy,loss,val_accuracy,val_loss
0,0.5,0.701539158821106,0.6647399067878723,0.6630421876907349
1,0.6098265647888184,0.6664676070213318,0.7341040372848511,0.6180112957954407
2,0.650288999080658,0.6254346370697021,0.7572254538536072,0.5665602684020996
3,0.7297688126564026,0.5518620610237122,0.7687861323356628,0.4902001619338989
4,0.7890173196792603,0.47566431760787964,0.7803468108177185,0.42136743664741516
5,0.8309248685836792,0.41520535945892334,0.8208092451095581,0.3774894177913666
6,0.8540462255477905,0.3387869596481323,0.8323699235916138,0.32974010705947876
7,0.8598265647888184,0.3112289011478424,0.8728323578834534,0.2959091067314148
8,0.8728323578834534,0.29598936438560486,0.8728323578834534,0.3103249967098236
9,0.9118497371673584,0.2295638471841812,0.8901734352111816,0.2447233945131302
10,0.8945086598396301,0.2481352537870407,0.8901734352111816,0.22506630420684814
11,0.939306378364563,0.17767447233200073,0.9190751314163208,0.20562253892421722
12,0.9537572264671326,0.14006923139095306,0.9190751314163208,0.20487640798091888
13,0.9537572264671326,0.1286076158285141,0.9017341136932373,0.2196384072303772
14,0.9580925107002258,0.10562198609113693,0.9306358098983765,0.19365736842155457
15,0.9797688126564026,0.07741623371839523,0.9364162087440491,0.18599246442317963
16,0.9812138676643372,0.06640321761369705,0.9364162087440491,0.15316809713840485
17,0.986994206905365,0.05655226856470108,0.9364162087440491,0.17649176716804504
18,0.9898843765258789,0.044390056282281876,0.9479768872261047,0.14794982969760895
19,0.9898843765258789,0.03908246010541916,0.9537572264671326,0.12135820090770721
20,0.9942196607589722,0.030055401846766472,0.9537572264671326,0.13101105391979218
21,0.9956647157669067,0.02463581971824169,0.9595375657081604,0.1277148574590683
22,0.9971098303794861,0.02217777818441391,0.9595375657081604,0.0968017652630806
23,0.9927745461463928,0.02779054082930088,0.9653179049491882,0.10938979685306549
24,0.9942196607589722,0.021558452397584915,0.9595375657081604,0.12392939627170563
25,0.9913294911384583,0.025513481348752975,0.9479768872261047,0.16353215277194977
26,0.9985548853874207,0.0186467245221138,0.9653179049491882,0.0869366005063057
27,0.9971098303794861,0.015513486228883266,0.9595375657081604,0.09539094567298889
28,0.9956647157669067,0.013775198720395565,0.9537572264671326,0.11807472258806229
