epoch,accuracy,loss,val_accuracy,val_loss
0,0.7268078923225403,0.6089655160903931,0.8134110569953918,0.45672279596328735
1,0.8524470329284668,0.35960108041763306,0.8775510191917419,0.3615037202835083
2,0.8823959231376648,0.27100127935409546,0.8862974047660828,0.3031950891017914
3,0.9269539713859558,0.18043217062950134,0.8950437307357788,0.2583816349506378
4,0.9247626066207886,0.1899971067905426,0.8979591727256775,0.2355741262435913
5,0.9459459185600281,0.15018145740032196,0.9067055583000183,0.22831301391124725
6,0.9539809823036194,0.1403956115245819,0.9037901163101196,0.23219893872737885
7,0.9656683802604675,0.10701952129602432,0.9008746147155762,0.22504685819149017
8,0.9561724066734314,0.10765808075666428,0.9008746147155762,0.2284538745880127
9,0.9758948087692261,0.07714854180812836,0.8979591727256775,0.22592778503894806
10,0.9758948087692261,0.06888481974601746,0.9008746147155762,0.22246333956718445
