,window_size,step_size,kernel_size,pool_size,optimizer,activation,learning_rate,temporal_filters,batch_normalization,n_conv_layers,n_fc_layers,n_neurons_2nd_layer,dropout_rate,val_loss,val_accuracy,date
0,50.0,0.9,9.0,2.0,adam,elu,0.0009431195939955065,30.0,False,0.0,2.0,0.5,0.0,0.8052523493766784,0.5738447159528732,2021-07-12_18-41-06
1,50.0,0.4,3.0,2.0,adam,relu,3.0230020162208248e-05,40.0,False,1.0,0.0,0.6,0.6,0.6553645133972168,0.6190028190612793,2021-07-12_17-02-35
2,50.0,0.4,3.0,3.0,adam,elu,0.0003899008662624812,50.0,True,0.0,2.0,0.45,0.0,0.6162927031517029,0.6886755406856537,2021-07-12_19-39-04
3,50.0,0.1,9.0,3.0,adam,relu,7.708141430861224e-05,50.0,False,0.0,1.0,0.7,0.0,0.08756870590150356,0.9695294618606567,2021-07-12_21-51-59
4,100.0,0.2,3.0,3.0,sgd,elu,1.7508135923262645e-05,30.0,False,1.0,2.0,0.65,0.6,0.7018941879272461,0.48900628089904785,2021-07-12_15-31-05
5,50.0,0.1,7.0,3.0,adam,relu,0.0008519736036519286,20.0,False,0.0,1.0,0.5,0.0,0.18550892695784568,0.9378697395324707,2021-07-12_19-53-13
6,50.0,0.4,7.0,3.0,adam,relu,0.00022015776697954917,40.0,False,0.0,2.0,0.4,0.0,0.6431422710418702,0.7532748699188232,2021-07-12_20-04-23
7,100.0,0.7,9.0,3.0,adam,relu,0.0006504437815878748,30.0,False,0.0,2.0,0.45,0.0,0.9766294717788696,0.5573063969612122,2021-07-12_18-51-41
8,50.0,0.2,9.0,3.0,adam,relu,0.00017779092870822926,50.0,False,1.0,1.0,0.75,0.0,0.27903015464544295,0.9114425122737885,2021-07-12_22-39-18
9,100.0,0.4,3.0,3.0,adam,elu,0.003323570651585593,50.0,False,0.0,0.0,0.65,0.0,0.8295582413673401,0.5511894077062607,2021-07-12_15-26-04
10,100.0,0.4,7.0,2.0,sgd,relu,0.0007440720737389488,50.0,False,0.0,2.0,0.35,0.6,0.6918859899044036,0.4956488996744156,2021-07-12_18-33-15
