,window_size,step_size,kernel_size,pool_size,optimizer,activation,learning_rate,temporal_filters,batch_normalization,n_conv_layers,n_fc_layers,n_neurons_2nd_layer,dropout_rate,val_loss,val_accuracy,date
0,100.0,0.3,5.0,2.0,sgd,relu,0.0003116017233998395,20.0,True,0.0,2.0,0.3,0.0,0.3364092856645584,0.8531882762908936,2021-07-03_20-06-03
1,100.0,0.8,5.0,3.0,adam,elu,0.0006613347602174421,10.0,False,0.0,2.0,0.2,0.0,0.2996631428599358,0.925318819284439,2021-07-04_04-36-01
2,100.0,0.7,7.0,3.0,adam,relu,0.0003183378405174796,50.0,False,0.0,0.0,0.25,0.6,0.2108784481883049,0.9308167278766633,2021-07-04_00-49-37
3,100.0,0.6,3.0,3.0,adam,elu,0.0006245546308429951,20.0,False,0.0,2.0,0.7,0.0,0.17764495611190795,0.9642072081565857,2021-07-03_23-29-36
4,100.0,0.2,5.0,2.0,adam,relu,7.75260124380982e-05,20.0,False,0.0,0.0,0.45,0.0,0.2744079500436783,0.8840406835079193,2021-07-04_05-38-51
5,100.0,0.8,9.0,3.0,sgd,relu,0.002388863046833047,40.0,True,0.0,2.0,0.3,0.6,0.2993705183267593,0.874630230665207,2021-07-04_01-02-48
6,100.0,0.7,9.0,3.0,adam,elu,0.00046353051880751103,50.0,False,0.0,2.0,0.2,0.0,0.13932553362101316,0.9610853850841522,2021-07-04_01-16-10
7,100.0,0.7,3.0,2.0,adam,relu,0.004217675499778276,50.0,False,1.0,2.0,0.6,0.0,0.23562626391649247,0.93552725315094,2021-07-03_21-27-31
8,100.0,0.6,3.0,3.0,adam,elu,0.0005546766476779046,10.0,False,0.0,2.0,0.55,0.0,0.208039727807045,0.9504724502563476,2021-07-04_03-17-35
9,100.0,0.3,7.0,3.0,adam,elu,0.00016446798202832423,50.0,False,0.0,2.0,0.3,0.0,0.2974172055721283,0.9266838610172272,2021-07-04_00-34-33
