epoch,accuracy,loss,val_accuracy,val_loss
0,0.7083739042282104,0.7469990849494934,0.8054474592208862,0.4651000201702118
1,0.8013631701469421,0.4946693181991577,0.838521420955658,0.37573540210723877
2,0.832521915435791,0.424652636051178,0.8424124717712402,0.354319304227829
3,0.8412852883338928,0.3843457102775574,0.8657587766647339,0.3744698464870453
4,0.8714702725410461,0.3160906732082367,0.8832684755325317,0.2841233015060425
5,0.87000972032547,0.30388346314430237,0.8735408782958984,0.28016233444213867
6,0.8977604508399963,0.25608861446380615,0.8657587766647339,0.2974163293838501
7,0.9094449877738953,0.2083352506160736,0.8715953230857849,0.3386576175689697
8,0.9225900769233704,0.2073470801115036,0.8599221706390381,0.38581663370132446
9,0.9206426739692688,0.2021045684814453,0.8735408782958984,0.3288113474845886
