val_loss,val_accuracy,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.7069482922554016,0.8411759316921235,True,,,1,3a5ffc8ecf11424990cfac1ae6b24c24,2021-07-15_14-53-11,1626360791,254.8436439037323,254.8436439037323,223921,1c638fbfc758,172.17.0.3,254.8436439037323,0,1,447a152a
