epoch,accuracy,loss,val_accuracy,val_loss
0,0.514771044254303,0.6944105625152588,0.5125554203987122,0.6934127807617188
1,0.5446824431419373,0.6872224807739258,0.5386509299278259,0.689723014831543
2,0.5673313736915588,0.6792914867401123,0.5440669655799866,0.6853684186935425
3,0.5908419489860535,0.6648799180984497,0.5622845888137817,0.6761780381202698
4,0.6191531419754028,0.6435632109642029,0.5627769827842712,0.6771870851516724
5,0.6468488574028015,0.6189422011375427,0.5952732563018799,0.6681549549102783
6,0.6820531487464905,0.5870441794395447,0.5809946060180664,0.715472936630249
7,0.7033481001853943,0.5536359548568726,0.5878877639770508,0.7078409790992737
8,0.7386755347251892,0.5210724472999573,0.586410641670227,0.7498372793197632
9,0.7615706324577332,0.4787469506263733,0.5952732563018799,0.7773812413215637
10,0.7939438819885254,0.4362614154815674,0.5972427129745483,0.7906811237335205
11,0.8184391856193542,0.3922567367553711,0.5839487910270691,0.8843502402305603
12,0.8489660024642944,0.3378763198852539,0.5731167197227478,1.002256155014038
13,0.874938428401947,0.2929022014141083,0.5657311677932739,1.0270100831985474
14,0.8972181081771851,0.24834980070590973,0.5819793343544006,1.217790961265564
15,0.9123584628105164,0.20524592697620392,0.574101448059082,1.3835930824279785
