epoch,accuracy,loss,val_accuracy,val_loss
0,0.5113916993141174,0.7866065502166748,0.5038419365882874,0.7044640183448792
1,0.5756244659423828,0.6899033188819885,0.5203073620796204,0.7021728157997131
2,0.6069173812866211,0.6572569012641907,0.5422612428665161,0.6883514523506165
3,0.6305242776870728,0.6380545496940613,0.5499451160430908,0.6760270595550537
4,0.65907222032547,0.609484851360321,0.5795828700065613,0.6800389885902405
5,0.6777381300926208,0.594323456287384,0.5861690640449524,0.6658962368965149
6,0.6821300983428955,0.5820797681808472,0.5949506163597107,0.6605024337768555
7,0.7142465114593506,0.5596873164176941,0.603732168674469,0.6626831293106079
8,0.7219324707984924,0.5496895909309387,0.5916575193405151,0.6571954488754272
9,0.7419708967208862,0.5381522178649902,0.6125137209892273,0.6522228717803955
10,0.7507548928260803,0.5224894881248474,0.6103183031082153,0.6550294756889343
11,0.7603623270988464,0.5003683567047119,0.6212952733039856,0.6454938054084778
12,0.7828712463378906,0.4868171215057373,0.6212952733039856,0.6504964828491211
13,0.7762832641601562,0.48271840810775757,0.6256860494613647,0.6414086818695068
14,0.8031842112541199,0.45911258459091187,0.6256860494613647,0.6629413962364197
15,0.8097721934318542,0.4502926766872406,0.6234906911849976,0.6457785367965698
16,0.8188306093215942,0.43953269720077515,0.6333699226379395,0.6433112621307373
17,0.8149876594543457,0.431508868932724,0.620197594165802,0.6468296051025391
18,0.8254185914993286,0.41691404581069946,0.6322722434997559,0.6495513916015625
19,0.836124062538147,0.40889474749565125,0.6443468928337097,0.6526364684104919
20,0.8567115068435669,0.391256719827652,0.6498353481292725,0.6399096250534058
21,0.8534175157546997,0.3851628303527832,0.6542261242866516,0.6372901201248169
22,0.8605545163154602,0.3671872317790985,0.6432491540908813,0.6378294825553894
23,0.868240475654602,0.3613603115081787,0.6586169004440308,0.6284610629081726
24,0.8770244121551514,0.34980565309524536,0.653128445148468,0.6416088938713074
25,0.8770244121551514,0.34536686539649963,0.6564215421676636,0.6419662237167358
26,0.882788896560669,0.3297279179096222,0.6564215421676636,0.6374213099479675
27,0.8885533809661865,0.3194287419319153,0.6663007736206055,0.6522934436798096
28,0.9009058475494385,0.3026793301105499,0.6586169004440308,0.6472042202949524
29,0.9031018614768982,0.3006165623664856,0.6772777438163757,0.6436313986778259
30,0.9085918068885803,0.29286178946495056,0.6652030944824219,0.6325703859329224
31,0.912160336971283,0.27727043628692627,0.6641053557395935,0.6360204219818115
32,0.9234147667884827,0.2698696553707123,0.6684961318969727,0.6483231782913208
33,0.9181993007659912,0.26729533076286316,0.6717892289161682,0.6502336263656616
34,0.9289047718048096,0.2525199055671692,0.6827661991119385,0.6434462666511536
35,0.9371397495269775,0.23582124710083008,0.6849615573883057,0.6389899253845215
36,0.9338457584381104,0.23007997870445251,0.6904500722885132,0.6377125382423401
37,0.9420806765556335,0.2275276631116867,0.6794731020927429,0.6354612112045288
38,0.9357672333717346,0.2240745723247528,0.6761800050735474,0.6561383605003357
39,0.9431787133216858,0.2118888795375824,0.6794731020927429,0.6453542113304138
40,0.9541586637496948,0.2011810839176178,0.686059296131134,0.6480028033256531
41,0.9555311799049377,0.19206596910953522,0.6827661991119385,0.6521899700164795
