,window_size,step_size,kernel_size,pool_size,optimizer,activation,learning_rate,temporal_filters,batch_normalization,n_conv_layers,n_fc_layers,n_neurons_2nd_layer,dropout_rate,val_loss,val_accuracy,date
0,100.0,0.2,5.0,2.0,adam,relu,0.004014393497160854,10.0,True,1.0,0.0,0.45,0.0,0.2683569550514221,0.8974511981010437,2021-07-14_23-48-24
1,100.0,0.1,5.0,2.0,adam,relu,0.001994333685376818,20.0,False,1.0,0.0,0.45,0.0,0.21128175407648087,0.9538230419158935,2021-07-15_02-56-40
2,100.0,1.0,7.0,2.0,adam,relu,5.001136694065889e-05,20.0,False,1.0,0.0,0.55,0.0,0.3967324733734131,0.8273077964782715,2021-07-14_22-54-06
3,100.0,0.7,5.0,2.0,adam,relu,0.0015432811997450361,10.0,False,1.0,0.0,0.55,0.0,0.2957668513059616,0.8900315165519714,2021-07-15_07-45-10
4,100.0,0.3,5.0,2.0,adam,relu,0.0002130745336465165,20.0,False,1.0,0.0,0.3,0.0,0.28550887703895567,0.8852298378944397,2021-07-15_05-05-16
5,100.0,0.1,7.0,3.0,adam,relu,0.002047450072542374,10.0,True,1.0,1.0,0.65,0.0,0.2193714886903763,0.922130924463272,2021-07-14_20-50-29
6,100.0,0.4,7.0,2.0,sgd,elu,0.0035067886149289314,10.0,False,0.0,1.0,0.2,0.6,0.31864375472068784,0.8614966332912445,2021-07-14_16-56-10
7,100.0,0.2,7.0,2.0,adam,elu,0.00121751609699163,40.0,False,1.0,2.0,0.5,0.0,0.5766313731670379,0.8827424228191376,2021-07-14_23-28-57
8,100.0,0.2,7.0,3.0,adam,relu,0.0011022078589873808,10.0,True,1.0,0.0,0.7,0.0,0.2916078045964241,0.8820426166057587,2021-07-14_20-44-42
9,100.0,0.1,3.0,2.0,adam,relu,0.0009756503985437039,10.0,False,1.0,0.0,0.45,0.0,0.2099161773920059,0.9177857100963592,2021-07-15_03-40-29
