epoch,accuracy,loss,val_accuracy,val_loss
0,0.5553459525108337,0.8034432530403137,0.5708614587783813,0.6889578700065613
1,0.6115357875823975,0.6573078036308289,0.6224692463874817,0.649249792098999
2,0.6348654627799988,0.6342476010322571,0.6498610377311707,0.6325420141220093
3,0.6634567379951477,0.6142224669456482,0.6939261555671692,0.5941281914710999
4,0.6831132769584656,0.5919985175132751,0.6578007340431213,0.6652553677558899
5,0.7011813521385193,0.5680515170097351,0.7225089073181152,0.5544004440307617
6,0.7173632383346558,0.5513138175010681,0.7244938611984253,0.548080563545227
7,0.7282835245132446,0.5325526595115662,0.72052401304245,0.5911798477172852
8,0.7456567287445068,0.5054539442062378,0.7594283223152161,0.5051403045654297
9,0.7621363997459412,0.4840773642063141,0.7260817885398865,0.5394167900085449
10,0.7823885679244995,0.4521556496620178,0.7745137214660645,0.5023416876792908
11,0.7881465554237366,0.43995794653892517,0.7761016488075256,0.4734992980957031
12,0.805420458316803,0.4100363850593567,0.7764986157417297,0.46752023696899414
13,0.8185247778892517,0.39449185132980347,0.7919809222221375,0.4543265998363495
14,0.8317283987998962,0.37192854285240173,0.8003175854682922,0.42759233713150024
15,0.8449320197105408,0.3411152958869934,0.8312822580337524,0.39162033796310425
16,0.8518812656402588,0.32601186633110046,0.8114331364631653,0.43127644062042236
17,0.8569443225860596,0.31685134768486023,0.7963477373123169,0.46935129165649414
18,0.8638935685157776,0.3051368296146393,0.8225486278533936,0.39858341217041016
19,0.8759058713912964,0.27831849455833435,0.8054783940315247,0.53377765417099
20,0.8688573241233826,0.2912476658821106,0.8423977494239807,0.37077686190605164
21,0.8833515048027039,0.2610171437263489,0.8320761919021606,0.399566113948822
22,0.8853370547294617,0.25763654708862305,0.8638348579406738,0.362295538187027
23,0.8934776186943054,0.242890402674675,0.8090512156486511,0.4735141694545746
24,0.9008240103721619,0.23067709803581238,0.8142119646072388,0.5215337872505188
25,0.893775463104248,0.24924930930137634,0.8420007824897766,0.38678503036499023
26,0.9020152688026428,0.23292969167232513,0.8527193069458008,0.4035998284816742
27,0.9069790244102478,0.2147727906703949,0.8427947759628296,0.4631795287132263
