,window_size,step_size,kernel_size,pool_size,optimizer,activation,learning_rate,temporal_filters,batch_normalization,n_conv_layers,n_fc_layers,n_neurons_2nd_layer,dropout_rate,val_loss,val_accuracy,date
0,100.0,0.2,5.0,3.0,adam,relu,0.0003376496999600836,50.0,False,1.0,1.0,0.25,0.0,0.8016501307487488,0.8184153735637665,2021-07-15_07-39-27
1,100.0,0.3,7.0,2.0,adam,elu,0.00022589593549859685,30.0,False,1.0,0.0,0.3,0.0,0.663618403673172,0.6498735308647156,2021-07-14_19-05-48
2,100.0,0.1,9.0,3.0,adam,relu,1.1826723308553785e-05,40.0,False,1.0,1.0,0.65,0.0,0.32000904679298403,0.8601968467235566,2021-07-14_22-54-53
3,100.0,0.1,9.0,3.0,adam,relu,0.00013537089364865527,40.0,False,1.0,1.0,0.6,0.0,0.2612461119890213,0.9324505746364593,2021-07-14_22-10-22
4,100.0,0.2,7.0,3.0,adam,relu,0.0006380026344227919,50.0,False,1.0,1.0,0.4,0.0,0.7636040091514588,0.844395923614502,2021-07-15_03-10-10
5,100.0,0.1,7.0,3.0,adam,relu,0.005538361933148758,40.0,False,1.0,0.0,0.55,0.0,0.6938449263572692,0.49593189656734465,2021-07-15_15-24-42
6,100.0,0.1,3.0,2.0,adam,relu,0.0006442758648175725,30.0,False,1.0,1.0,0.2,0.0,0.6082429200410843,0.8693164050579071,2021-07-14_19-14-00
7,100.0,0.2,5.0,3.0,adam,relu,0.00015482969089272274,50.0,False,1.0,1.0,0.2,0.0,0.6379249036312103,0.8178975880146027,2021-07-15_08-34-34
8,100.0,0.1,5.0,3.0,adam,relu,6.434217703485072e-05,50.0,False,1.0,1.0,0.5,0.0,0.308062969148159,0.9046726644039154,2021-07-15_09-42-16
9,100.0,0.2,3.0,2.0,adam,elu,0.0002568455721423988,40.0,False,1.0,0.0,0.3,0.0,0.721840900182724,0.7731387317180634,2021-07-14_18-27-00
10,100.0,1.0,7.0,3.0,adam,relu,7.000190583491287e-05,30.0,True,1.0,2.0,0.5,0.0,0.754969573020935,0.6187912106513977,2021-07-15_06-21-40
11,100.0,0.2,3.0,3.0,adam,relu,0.00013025882574820556,50.0,False,1.0,1.0,0.2,0.0,0.7319957315921783,0.7896078765392304,2021-07-15_08-07-38
12,100.0,0.2,7.0,2.0,sgd,relu,5.014655047970532e-05,30.0,True,0.0,1.0,0.35,0.0,0.7529722929000855,0.5173543334007263,2021-07-14_14-50-39
13,50.0,0.8,9.0,3.0,adam,relu,0.00019846258610946104,20.0,True,0.0,1.0,0.7,0.0,0.739989846944809,0.6062776625156403,2021-07-15_00-39-37
14,100.0,0.2,9.0,3.0,adam,relu,3.991216884050675e-05,50.0,False,1.0,1.0,0.55,0.0,0.4684263378381729,0.8006678223609924,2021-07-14_23-47-19
15,100.0,0.9,9.0,3.0,adam,elu,0.0019549556575179728,40.0,True,1.0,2.0,0.55,0.6,1.0532334864139556,0.6585640013217926,2021-07-14_18-11-26
16,50.0,0.2,9.0,3.0,adam,elu,0.00038467261995234566,10.0,False,1.0,0.0,0.4,0.0,0.6273911714553833,0.6600109338760376,2021-07-14_18-55-13
17,100.0,0.2,5.0,3.0,adam,relu,0.0004384413448384287,40.0,False,1.0,0.0,0.65,0.0,0.7692738831043243,0.8009245574474335,2021-07-15_10-07-59
18,50.0,0.6,9.0,3.0,sgd,relu,0.00012544888925510717,40.0,False,0.0,2.0,0.6,0.0,0.6940694272518158,0.5069430232048034,2021-07-14_21-08-17
19,100.0,0.3,9.0,2.0,sgd,relu,7.019256486923088e-05,30.0,False,1.0,1.0,0.75,0.0,0.6945720970630646,0.5046268850564957,2021-07-15_01-54-28
20,100.0,0.1,5.0,3.0,adam,elu,5.9206648921335004e-05,50.0,False,1.0,0.0,0.4,0.6,0.4298300504684448,0.8093471527099609,2021-07-15_13-01-23
21,100.0,0.2,9.0,3.0,adam,relu,0.0003770837869494884,30.0,False,1.0,1.0,0.45,0.0,0.7713277518749238,0.8161019086837769,2021-07-14_21-46-15
22,100.0,0.1,3.0,3.0,adam,relu,0.00013226861411861848,40.0,False,1.0,1.0,0.5,0.0,0.47188585102558134,0.87759730219841,2021-07-15_17-19-33
23,50.0,0.3,9.0,2.0,sgd,relu,6.15561078153692e-05,50.0,False,1.0,1.0,0.55,0.0,0.6932721436023712,0.49768637418746947,2021-07-15_00-11-11
24,100.0,0.1,5.0,3.0,adam,relu,0.00018694353961191834,50.0,False,1.0,0.0,0.2,0.0,0.2723396196961403,0.9161077797412872,2021-07-15_07-04-08
25,100.0,0.3,3.0,3.0,adam,relu,0.0005721027566525723,30.0,False,1.0,1.0,0.6,0.0,1.0253201007843018,0.7702516794204712,2021-07-15_01-02-08
26,100.0,0.5,9.0,3.0,sgd,relu,3.115373492745702e-05,50.0,False,1.0,1.0,0.75,0.0,0.6942587196826935,0.5010236442089081,2021-07-15_19-42-13
27,100.0,0.1,7.0,3.0,adam,relu,2.7930462610470915e-05,40.0,False,1.0,1.0,0.6,0.0,0.2893009528517723,0.8793476581573486,2021-07-15_03-40-15
28,100.0,0.3,9.0,3.0,adam,relu,9.148554337153511e-05,50.0,True,1.0,1.0,0.7,0.0,0.8263720870018005,0.7152621328830719,2021-07-15_20-00-29
29,100.0,0.2,3.0,3.0,adam,relu,1.6789043362450825e-05,40.0,False,1.0,0.0,0.55,0.6,0.6477150201797486,0.6246154725551605,2021-07-15_04-56-03
30,100.0,0.4,7.0,2.0,adam,elu,0.003184042019698274,20.0,False,1.0,0.0,0.35,0.0,1.5169011116027833,0.6664133489131927,2021-07-14_14-47-04
31,100.0,0.4,3.0,3.0,adam,relu,3.1600533385470715e-05,20.0,True,0.0,2.0,0.2,0.0,0.6853883504867554,0.6119013845920562,2021-07-15_00-23-01
32,100.0,0.3,5.0,3.0,adam,elu,0.0002135042734751311,50.0,False,0.0,0.0,0.6,0.0,0.6624939918518067,0.6271222472190857,2021-07-15_10-41-19
33,100.0,0.3,3.0,3.0,adam,relu,3.414910128627859e-05,40.0,False,0.0,2.0,0.75,0.0,0.7909077048301697,0.7108364701271057,2021-07-15_03-15-03
34,100.0,0.4,9.0,3.0,adam,relu,0.0006021346037906277,30.0,False,1.0,1.0,0.55,0.0,1.0384475111961364,0.7718581914901733,2021-07-15_17-09-26
35,50.0,0.4,9.0,2.0,sgd,relu,0.00015808180342914772,40.0,True,0.0,1.0,0.35,0.6,0.7049985468387604,0.5447455763816833,2021-07-14_15-23-21
36,100.0,0.2,5.0,3.0,adam,relu,0.0003872629728420025,50.0,False,1.0,1.0,0.2,0.0,0.846966540813446,0.8226555168628693,2021-07-15_09-10-09
37,100.0,0.9,5.0,2.0,sgd,elu,2.5586629083063127e-05,50.0,False,1.0,1.0,0.7,0.6,0.6995832860469818,0.4942233502864838,2021-07-14_15-04-19
38,50.0,0.8,5.0,2.0,adam,relu,0.0009540735678932063,40.0,True,1.0,1.0,0.55,0.0,1.2443821012973786,0.5916226029396057,2021-07-15_10-49-24
39,100.0,0.4,9.0,3.0,adam,relu,0.005593688562194636,30.0,False,0.0,1.0,0.55,0.0,0.8488743245601654,0.5910462945699692,2021-07-14_19-37-14
40,100.0,0.1,3.0,3.0,adam,relu,0.00024895148852296684,50.0,False,1.0,1.0,0.2,0.0,0.38940770030021665,0.9092301428318024,2021-07-15_07-48-47
41,100.0,0.1,5.0,3.0,adam,relu,0.0002867612735431551,40.0,True,1.0,2.0,0.6,0.0,0.41543164253234866,0.8633567094802856,2021-07-15_14-48-53
42,100.0,0.2,9.0,3.0,adam,relu,0.0004292188764034928,40.0,False,1.0,1.0,0.4,0.0,0.6783437490463257,0.8405408680438995,2021-07-14_20-24-23
