,window_size,step_size,kernel_size,pool_size,optimizer,activation,learning_rate,temporal_filters,batch_normalization,n_conv_layers,n_fc_layers,n_neurons_2nd_layer,dropout_rate,val_loss,val_accuracy,date
0,100.0,0.6,9.0,3.0,adam,relu,0.0010023514032634468,20.0,True,0.0,2.0,0.6,0.6,0.12184992507100105,0.9637503385543823,2021-07-13_16-13-58
1,100.0,0.6,7.0,3.0,adam,relu,0.0014722434593050662,40.0,True,1.0,2.0,0.65,0.6,0.1503482986241579,0.9579277992248535,2021-07-13_17-55-22
2,100.0,0.6,9.0,3.0,adam,elu,0.002274708067753054,10.0,True,0.0,2.0,0.55,0.6,0.16656288132071495,0.9458363115787506,2021-07-13_16-21-43
3,100.0,0.8,5.0,3.0,adam,relu,0.0006526339609376902,20.0,True,1.0,1.0,0.4,0.6,0.2558563157916069,0.9121851801872254,2021-07-13_08-59-13
4,100.0,0.6,9.0,3.0,sgd,relu,0.00537590325638526,40.0,True,0.0,1.0,0.45,0.6,0.12467799335718155,0.9553072452545166,2021-07-13_10-13-14
5,100.0,0.9,9.0,3.0,adam,relu,0.0032733000897891855,10.0,True,0.0,2.0,0.65,0.6,0.3353215217590332,0.8911656081676483,2021-07-13_17-04-23
6,100.0,0.4,9.0,2.0,sgd,relu,0.00037104619401551035,50.0,True,0.0,1.0,0.45,0.6,0.27849056422710416,0.880835485458374,2021-07-13_10-32-46
7,100.0,0.6,7.0,3.0,adam,relu,0.00014808736067634874,10.0,False,0.0,0.0,0.2,0.6,0.18657587617635726,0.9253348052501679,2021-07-13_14-36-03
8,100.0,0.7,9.0,3.0,sgd,relu,0.0007165300122081421,30.0,True,1.0,0.0,0.55,0.6,0.25223278999328613,0.8974593579769135,2021-07-13_18-10-16
9,100.0,0.8,9.0,3.0,adam,relu,0.0047710900161209375,30.0,True,1.0,2.0,0.75,0.6,0.26930602490901945,0.9185174942016602,2021-07-13_17-26-01
10,100.0,1.0,9.0,3.0,adam,elu,0.00012164425704343123,20.0,False,0.0,1.0,0.2,0.6,0.3180478930473328,0.8622678339481353,2021-07-13_13-44-10
11,100.0,0.7,9.0,3.0,sgd,relu,0.0022362739694572883,50.0,True,0.0,1.0,0.2,0.6,0.16443450450897218,0.9405924499034881,2021-07-13_12-19-14
12,100.0,0.1,9.0,3.0,sgd,relu,0.003074989218915968,50.0,True,0.0,0.0,0.35,0.6,0.16535982340574265,0.9322243750095367,2021-07-13_10-06-39
