epoch,accuracy,loss,val_accuracy,val_loss
0,0.5277897715568542,0.9729468822479248,0.5469422936439514,0.7286519408226013
1,0.5708746314048767,0.8310848474502563,0.5719207525253296,0.8367758393287659
2,0.6107281446456909,0.7537022829055786,0.6132644414901733,0.6799405217170715
3,0.6355019211769104,0.7097933292388916,0.6485788226127625,0.738700807094574
4,0.6712623834609985,0.6418931484222412,0.6778638958930969,0.5925893187522888
5,0.7167169451713562,0.5898149609565735,0.7037037014961243,0.5930554270744324
6,0.7218871116638184,0.5691603422164917,0.7192075848579407,0.533944308757782
7,0.7636794447898865,0.5115504264831543,0.7080103158950806,0.6863058805465698
8,0.7985782027244568,0.44772088527679443,0.7510766386985779,0.5246965885162354
9,0.8259370923042297,0.40230870246887207,0.7484926581382751,0.5210463404655457
10,0.8276605010032654,0.3850136697292328,0.7820844054222107,0.5203822255134583
11,0.8675140142440796,0.30086201429367065,0.786391019821167,0.4761812388896942
12,0.8545885682106018,0.3350110650062561,0.7751938104629517,0.49787044525146484
13,0.9082292318344116,0.22275881469249725,0.8062015771865845,0.49341797828674316
14,0.931925892829895,0.1633220911026001,0.7889750003814697,0.6090986132621765
15,0.9358035326004028,0.15473411977291107,0.8113695383071899,0.5152937769889832
16,0.9521757960319519,0.1177280992269516,0.7717484831809998,0.7323310375213623
17,0.8916415572166443,0.26514890789985657,0.7967269420623779,0.5568450093269348
18,0.9554071426391602,0.11558625102043152,0.8044788837432861,0.5854732394218445
19,0.9687634706497192,0.08377942442893982,0.8173987865447998,0.5677940845489502
20,0.9743645191192627,0.06823654472827911,0.7683032155036926,0.9694300889968872
21,0.921800971031189,0.2007584422826767,0.8096468448638916,0.5744722485542297
22,0.9683325886726379,0.0855783149600029,0.8156761527061462,0.579672634601593
23,0.984704852104187,0.044189855456352234,0.7941429615020752,0.8168355822563171
24,0.9659629464149475,0.0812278538942337,0.8234280943870544,0.6345428228378296
25,0.9851357340812683,0.04047679528594017,0.825150728225708,0.6764051914215088
26,0.9859974384307861,0.03818092122673988,0.8096468448638916,0.7184550762176514
27,0.9842740297317505,0.04515021666884422,0.8260120749473572,0.6662001609802246
28,0.9896596074104309,0.02705657295882702,0.8208441138267517,0.6653226017951965
29,0.9814735054969788,0.05169050395488739,0.8217054009437561,0.7551110982894897
30,0.8948729038238525,0.32204994559288025,0.7898363471031189,0.684071958065033
