epoch,accuracy,loss,val_accuracy,val_loss
0,0.6840148568153381,0.5865417718887329,0.75,0.46337971091270447
1,0.7992565035820007,0.3484382629394531,0.8235294222831726,0.35779809951782227
2,0.8698884844779968,0.2654719650745392,0.8529411554336548,0.3282659947872162
3,0.8996282815933228,0.21413250267505646,0.8529411554336548,0.29517531394958496
4,0.9405204653739929,0.1684582233428955,0.9117646813392639,0.2708793580532074
5,0.9553903341293335,0.12626662850379944,0.8970588445663452,0.23461446166038513
6,0.9516728520393372,0.10712592303752899,0.8382353186607361,0.22460952401161194
7,0.9665427803993225,0.08585251867771149,0.9264705777168274,0.2046586126089096
8,0.9739776849746704,0.07534530758857727,0.9411764740943909,0.1639803647994995
9,0.9814126491546631,0.0597430020570755,0.9117646813392639,0.15769317746162415
10,0.9851301312446594,0.04514045640826225,0.9117646813392639,0.1334419697523117
11,0.9925650358200073,0.046808041632175446,0.9411764740943909,0.14025670289993286
12,0.9962825179100037,0.030057193711400032,0.9117646813392639,0.19795098900794983
13,0.9925650358200073,0.028153477236628532,0.9117646813392639,0.1694612056016922
