,window_size,step_size,kernel_size,pool_size,optimizer,activation,learning_rate,temporal_filters,batch_normalization,n_conv_layers,n_fc_layers,n_neurons_2nd_layer,dropout_rate,val_loss,val_accuracy,date
0,100.0,0.1,3.0,3.0,adam,relu,0.000912682292211554,20.0,True,1.0,0.0,0.4,0.6,0.4957949250936508,0.7876671016216278,2021-07-04_12-23-42
1,50.0,0.2,3.0,3.0,adam,relu,0.0015759381567171102,50.0,True,1.0,1.0,0.4,0.6,0.5649109005928039,0.7749111115932464,2021-07-05_00-14-18
2,50.0,0.1,3.0,3.0,adam,relu,0.0006842162920741038,50.0,True,1.0,1.0,0.3,0.6,0.33155702650547025,0.8729958772659302,2021-07-04_20-18-06
3,100.0,0.2,7.0,3.0,adam,relu,0.0020898586448780537,50.0,True,1.0,1.0,0.6,0.0,0.938347339630127,0.7383368968963623,2021-07-04_06-57-57
4,100.0,0.3,5.0,3.0,adam,relu,0.004054101733017661,50.0,True,1.0,0.0,0.55,0.0,1.0559028506278991,0.6963453173637391,2021-07-04_10-19-55
5,100.0,0.7,7.0,2.0,adam,relu,0.008681189554869483,20.0,False,0.0,0.0,0.2,0.6,0.7653020143508911,0.4905311197042465,2021-07-04_09-30-04
6,100.0,0.6,5.0,2.0,adam,relu,0.0075265438060183095,50.0,True,1.0,0.0,0.65,0.0,0.9211194217205048,0.6572641789913177,2021-07-04_05-02-46
7,50.0,0.1,7.0,2.0,adam,relu,0.0003960865916713418,30.0,True,1.0,1.0,0.45,0.6,0.3960249572992325,0.8381261944770813,2021-07-06_07-13-46
8,100.0,0.3,7.0,3.0,sgd,relu,0.0006620332251703579,30.0,True,1.0,1.0,0.35,0.0,0.6558237671852112,0.6340466022491456,2021-07-03_23-56-27
9,100.0,0.1,3.0,3.0,adam,relu,0.0038676267702972894,50.0,True,1.0,0.0,0.2,0.0,0.40633284449577334,0.8568440258502961,2021-07-03_21-32-18
10,50.0,0.1,9.0,2.0,adam,elu,0.00013195706638280847,50.0,True,1.0,1.0,0.25,0.6,0.4733713179826736,0.7944573998451233,2021-07-05_23-55-36
11,50.0,0.9,5.0,2.0,adam,elu,0.00186813717767724,10.0,True,0.0,2.0,0.7,0.6,0.6800261855125427,0.5731200635433197,2021-07-03_19-30-51
12,50.0,0.1,3.0,3.0,adam,relu,0.0002889451139339668,30.0,True,1.0,1.0,0.3,0.6,0.38401563465595245,0.8314055919647216,2021-07-04_15-32-39
13,50.0,0.1,3.0,3.0,adam,relu,0.0006743345640034407,50.0,True,1.0,1.0,0.35,0.6,0.2809019908308983,0.8856004357337952,2021-07-04_13-20-54
14,50.0,0.2,7.0,2.0,sgd,elu,0.00861217454557702,30.0,True,0.0,2.0,0.6,0.6,0.6701351881027222,0.5749799251556397,2021-07-06_09-22-58
15,100.0,0.6,5.0,3.0,adam,relu,0.0048027618358262554,50.0,True,1.0,1.0,0.25,0.0,0.8498019993305206,0.6871159553527832,2021-07-04_11-22-11
16,100.0,0.3,3.0,3.0,adam,relu,0.009831280962047129,50.0,True,1.0,0.0,0.6,0.0,0.9275923252105713,0.6998890101909637,2021-07-04_02-56-26
17,50.0,0.6,7.0,2.0,adam,relu,0.0005841872811341251,40.0,True,1.0,1.0,0.35,0.6,0.765659099817276,0.6188442230224609,2021-07-05_17-55-55
18,50.0,0.1,3.0,3.0,adam,relu,0.00036970944222947463,50.0,True,1.0,1.0,0.25,0.6,0.3168289721012115,0.8709934115409851,2021-07-04_16-29-06
19,50.0,0.2,5.0,3.0,adam,relu,0.001442040992641651,40.0,True,1.0,1.0,0.4,0.6,0.6917973220348358,0.7418428242206574,2021-07-05_04-46-09
20,100.0,0.3,7.0,2.0,sgd,relu,2.221704020444671e-05,30.0,False,0.0,1.0,0.7,0.0,0.6956899225711822,0.507663244009018,2021-07-03_19-00-04
21,100.0,0.5,9.0,2.0,adam,elu,0.0002709492114034535,20.0,False,1.0,2.0,0.35,0.6,0.6862623393535614,0.6145263969898224,2021-07-03_18-50-00
22,50.0,0.3,7.0,2.0,adam,relu,0.0020639197427768513,30.0,True,1.0,1.0,0.2,0.6,0.729249906539917,0.7191222310066223,2021-07-05_13-07-46
23,100.0,0.2,3.0,2.0,adam,relu,0.002571813157805135,50.0,True,1.0,0.0,0.25,0.0,0.4620453864336014,0.8618981301784515,2021-07-04_04-16-53
24,100.0,0.1,5.0,3.0,adam,elu,0.009003270964144971,40.0,False,1.0,0.0,0.5,0.0,0.8309350550174713,0.49892852306365965,2021-07-04_04-05-27
25,100.0,0.3,9.0,3.0,sgd,elu,0.0001844446504281122,50.0,False,1.0,2.0,0.55,0.0,0.6871798098087311,0.5416634440422058,2021-07-04_05-08-38
26,100.0,1.0,5.0,3.0,adam,relu,0.0016203073857189918,40.0,True,1.0,0.0,0.2,0.6,0.9047300517559052,0.6312475025653839,2021-07-04_11-33-09
27,100.0,0.2,7.0,3.0,adam,relu,0.00021270601730658128,40.0,True,1.0,1.0,0.2,0.0,0.7838584065437317,0.7100359976291657,2021-07-04_07-27-47
28,100.0,0.3,7.0,3.0,sgd,elu,1.5254551741831783e-05,50.0,False,1.0,0.0,0.4,0.0,0.7011682987213135,0.49883475005626676,2021-07-04_10-37-13
29,50.0,0.2,3.0,3.0,adam,relu,0.0005133206307516855,50.0,True,1.0,2.0,0.7,0.6,0.5418573677539825,0.7707350075244903,2021-07-05_07-55-27
30,50.0,0.1,7.0,2.0,adam,relu,0.0012551854362490835,40.0,True,1.0,1.0,0.3,0.6,0.29653565138578414,0.8833189606666565,2021-07-05_15-11-51
31,100.0,0.5,5.0,3.0,sgd,relu,4.180943392693022e-05,40.0,True,1.0,0.0,0.35,0.0,0.7816075265407563,0.512842345237732,2021-07-04_01-59-24
32,100.0,0.3,3.0,3.0,adam,relu,0.004945805557097442,40.0,False,1.0,0.0,0.4,0.0,0.8424917459487915,0.5884682029485703,2021-07-03_20-55-14
33,100.0,0.1,3.0,3.0,adam,relu,0.009774795682409338,50.0,True,1.0,0.0,0.3,0.6,0.3364391326904297,0.861921626329422,2021-07-04_11-05-07
34,100.0,0.2,5.0,3.0,adam,relu,4.7587184285911465e-05,30.0,True,1.0,2.0,0.35,0.0,0.6593700826168061,0.6854041278362274,2021-07-04_09-27-21
35,50.0,0.2,3.0,3.0,adam,relu,0.000399300066308579,50.0,True,1.0,1.0,0.25,0.6,0.5356540709733963,0.7754522085189819,2021-07-04_20-41-19
36,100.0,0.4,9.0,3.0,adam,elu,0.0012699028061230976,50.0,False,1.0,2.0,0.45,0.0,1.2552514314651488,0.6074576437473297,2021-07-04_05-23-50
37,50.0,0.1,7.0,2.0,sgd,relu,0.0021351058422552785,40.0,True,1.0,1.0,0.3,0.6,0.5159520357847214,0.7425440192222595,2021-07-06_00-46-14
38,100.0,0.6,5.0,3.0,adam,relu,0.004036876977734434,30.0,True,1.0,2.0,0.4,0.0,0.8326542496681213,0.6741469860076904,2021-07-03_20-13-36
39,100.0,0.2,3.0,2.0,sgd,relu,0.0011933318943591884,10.0,True,0.0,0.0,0.25,0.6,0.6828564524650573,0.5707583367824555,2021-07-03_22-56-59
40,50.0,0.8,7.0,2.0,adam,relu,0.0007403278253302045,30.0,True,1.0,1.0,0.3,0.6,0.7479566097259521,0.5847117960453033,2021-07-05_22-34-23
41,50.0,0.4,5.0,2.0,adam,relu,0.0005431697299330728,40.0,False,1.0,1.0,0.45,0.6,1.2746140241622925,0.7465592801570893,2021-07-05_22-55-47
42,50.0,0.1,3.0,3.0,adam,relu,0.008454427703197423,40.0,True,1.0,0.0,0.4,0.0,0.4318094730377197,0.7908289074897766,2021-07-03_20-53-05
43,50.0,0.1,3.0,3.0,adam,relu,0.0020756880357784063,50.0,True,1.0,1.0,0.45,0.6,0.30231218636035917,0.8822274386882782,2021-07-05_04-24-39
44,50.0,0.2,7.0,2.0,adam,relu,0.00103998360111566,40.0,True,1.0,1.0,0.25,0.6,0.5250438570976257,0.8117626726627349,2021-07-05_11-37-10
45,50.0,0.8,7.0,2.0,sgd,relu,4.605072882324046e-05,20.0,False,0.0,2.0,0.7,0.6,0.6996515989303589,0.4941118896007538,2021-07-03_19-19-31
46,100.0,0.5,3.0,3.0,sgd,relu,0.0001227430230135109,50.0,True,1.0,0.0,0.35,0.0,0.7154354274272918,0.5555564761161804,2021-07-03_22-26-56
47,50.0,0.1,7.0,2.0,adam,relu,0.0002625604054008092,20.0,True,1.0,1.0,0.4,0.6,0.4340501308441162,0.7981330275535583,2021-07-05_17-47-22
48,100.0,0.2,5.0,3.0,adam,relu,0.00043936659748499367,50.0,True,1.0,2.0,0.65,0.0,0.9034619867801666,0.7240515172481536,2021-07-04_08-48-28
49,100.0,0.2,7.0,2.0,sgd,relu,0.00033029536474317174,20.0,True,1.0,2.0,0.55,0.6,0.688225793838501,0.5575190544128418,2021-07-03_19-38-29
50,50.0,0.2,3.0,3.0,adam,relu,0.0011625323815085905,50.0,True,1.0,1.0,0.35,0.6,0.6030244857072831,0.7760421991348266,2021-07-04_21-54-22
