,window_size,step_size,kernel_size,pool_size,optimizer,activation,learning_rate,temporal_filters,batch_normalization,n_conv_layers,n_fc_layers,n_neurons_2nd_layer,dropout_rate,val_loss,val_accuracy,date
0,100.0,0.4,3.0,2.0,adam,elu,3.3322041456540136e-05,30.0,False,0.0,1.0,0.4,0.6,0.3424010813236237,0.8528666913509368,2021-07-12_16-28-25
1,100.0,0.2,3.0,3.0,adam,relu,0.00021715016090426525,50.0,False,1.0,1.0,0.35,0.6,0.20429771691560744,0.9389938235282898,2021-07-12_18-46-48
2,100.0,0.5,7.0,2.0,sgd,elu,0.002408702715792486,40.0,True,1.0,2.0,0.25,0.0,0.4149561315774918,0.8006569445133209,2021-07-12_16-00-20
3,100.0,0.7,9.0,3.0,sgd,relu,0.0014568254764235947,10.0,False,1.0,2.0,0.65,0.6,0.6938352346420288,0.5392913699150086,2021-07-12_15-52-32
4,100.0,0.1,5.0,3.0,adam,relu,2.0071157114497656e-05,10.0,False,0.0,0.0,0.55,0.0,0.3126098275184631,0.8660122513771057,2021-07-12_16-09-21
5,50.0,0.7,5.0,3.0,adam,elu,0.000721631409376082,30.0,False,0.0,1.0,0.3,0.6,0.5557808339595794,0.750980406999588,2021-07-12_16-21-22
6,100.0,0.8,9.0,3.0,sgd,relu,5.515323966194276e-05,40.0,True,1.0,1.0,0.4,0.6,0.695587980747223,0.5493125289678573,2021-07-12_15-45-40
7,100.0,0.6,7.0,3.0,adam,relu,0.0002990149775569653,40.0,False,1.0,1.0,0.2,0.6,0.1377829574048519,0.9493918478488922,2021-07-12_19-26-30
8,50.0,0.1,9.0,2.0,adam,relu,0.003239425227425265,50.0,False,0.0,2.0,0.3,0.6,0.21972684562206268,0.925473403930664,2021-07-12_18-05-11
9,100.0,0.2,9.0,3.0,adam,relu,0.00015975463201679718,40.0,False,1.0,1.0,0.35,0.0,0.16059513613581658,0.9428130209445953,2021-07-12_19-07-09
10,50.0,0.9,5.0,3.0,adam,relu,9.379172971547286e-05,10.0,False,1.0,2.0,0.55,0.0,0.6057607173919678,0.6527655601501465,2021-07-12_16-29-08
11,100.0,0.9,9.0,3.0,sgd,elu,6.838570130039658e-05,50.0,True,1.0,2.0,0.65,0.6,0.6586776494979858,0.6158646225929261,2021-07-12_15-53-19
12,50.0,0.4,3.0,3.0,adam,elu,0.0005972152095076167,20.0,False,1.0,0.0,0.45,0.0,0.5245033323764801,0.7622515857219696,2021-07-12_16-10-23
13,100.0,0.2,7.0,2.0,sgd,relu,0.0006581126020082686,20.0,True,0.0,1.0,0.25,0.6,0.29611659944057467,0.8790745973587036,2021-07-12_18-06-52
14,100.0,0.2,3.0,2.0,adam,relu,4.6601835210399935e-05,10.0,False,1.0,2.0,0.5,0.0,0.2931026592850685,0.8703611314296722,2021-07-12_16-22-47
15,100.0,0.2,9.0,3.0,adam,relu,2.697570564704943e-05,50.0,False,1.0,1.0,0.6,0.0,0.20642123371362686,0.911211097240448,2021-07-12_19-01-31
16,100.0,0.2,9.0,2.0,adam,elu,0.00017882986894597678,40.0,True,0.0,1.0,0.35,0.6,0.38154294788837434,0.8714926302433014,2021-07-12_15-46-46
17,100.0,0.1,9.0,3.0,sgd,relu,0.0007576400208880134,10.0,True,0.0,2.0,0.35,0.6,0.36287935376167296,0.8553094565868378,2021-07-12_17-00-51
18,100.0,0.2,9.0,3.0,sgd,relu,0.00393656894726594,30.0,True,0.0,2.0,0.3,0.6,0.2510247781872749,0.8954532027244568,2021-07-12_17-02-35
19,100.0,0.6,9.0,3.0,sgd,relu,0.004216607508745013,50.0,True,0.0,1.0,0.4,0.6,0.2816983997821808,0.9149920642375946,2021-07-12_15-17-13
20,100.0,0.3,9.0,2.0,sgd,relu,0.0022570073569465657,50.0,True,0.0,2.0,0.35,0.6,0.24985600858926774,0.8831534147262573,2021-07-12_17-31-29
21,100.0,0.2,7.0,3.0,adam,relu,2.7254655987705986e-05,40.0,False,1.0,1.0,0.45,0.6,0.20849163457751274,0.9095866024494171,2021-07-12_18-39-11
22,50.0,0.1,7.0,3.0,adam,relu,0.00027945189413662987,30.0,False,1.0,0.0,0.4,0.6,0.21475532054901122,0.9328505873680115,2021-07-12_18-14-20
23,100.0,0.2,7.0,3.0,adam,elu,0.0015927345539216578,20.0,False,0.0,1.0,0.7,0.6,0.5511431485414505,0.8540033280849457,2021-07-12_16-29-50
24,50.0,0.3,9.0,3.0,adam,relu,0.00033354487613492103,30.0,False,1.0,1.0,0.55,0.6,0.47213013768196105,0.8511551558971405,2021-07-12_18-40-47
25,100.0,0.5,7.0,2.0,adam,elu,0.00026019571288502186,20.0,False,1.0,0.0,0.45,0.0,0.37209474146366117,0.8463568925857544,2021-07-12_16-23-22
26,50.0,0.1,7.0,3.0,adam,relu,5.469741262115606e-05,40.0,False,1.0,0.0,0.3,0.6,0.20186026245355607,0.9192514538764953,2021-07-12_19-16-18
27,50.0,0.6,7.0,3.0,sgd,elu,0.00027379236937201396,20.0,False,1.0,1.0,0.55,0.0,0.6473345160484314,0.6431961238384247,2021-07-12_15-48-17
28,100.0,0.4,3.0,3.0,adam,relu,1.1616945977355855e-05,30.0,True,1.0,2.0,0.45,0.6,0.49403687119483947,0.7452102243900299,2021-07-12_15-26-58
29,100.0,0.4,9.0,3.0,sgd,relu,0.0014840723746403562,30.0,True,0.0,2.0,0.35,0.6,0.3837820887565613,0.8376731812953949,2021-07-12_17-21-39
30,100.0,0.2,9.0,3.0,sgd,relu,0.004331850867975241,30.0,True,0.0,2.0,0.2,0.6,0.2921050190925598,0.8850795865058899,2021-07-12_17-14-52
31,100.0,0.6,3.0,3.0,adam,relu,0.0005597156045447083,20.0,False,0.0,0.0,0.5,0.6,0.19536618292331695,0.9329190909862518,2021-07-12_16-00-47
32,100.0,0.2,5.0,3.0,sgd,relu,0.00012449182759280024,20.0,True,1.0,1.0,0.45,0.0,0.5099317699670791,0.7489338397979737,2021-07-12_15-21-16
33,100.0,0.2,7.0,3.0,sgd,relu,0.00265582650855805,40.0,True,0.0,2.0,0.35,0.6,0.23240989595651626,0.9057881832122803,2021-07-12_17-45-05
34,50.0,0.7,7.0,3.0,sgd,elu,0.0012574917576078383,10.0,True,1.0,1.0,0.6,0.6,0.5924454808235169,0.6908496916294098,2021-07-12_16-01-49
35,100.0,0.4,9.0,3.0,adam,relu,6.0744708426095814e-05,40.0,False,1.0,1.0,0.35,0.0,0.24573219567537308,0.8899904489517212,2021-07-12_18-32-18
36,100.0,0.7,9.0,2.0,adam,relu,1.408232521473057e-05,30.0,False,1.0,0.0,0.2,0.0,0.5974923610687256,0.7169487059116364,2021-07-12_16-30-26
37,100.0,0.3,9.0,3.0,adam,relu,0.0004632580007327792,40.0,False,0.0,0.0,0.35,0.6,0.29967011213302613,0.8929694890975952,2021-07-12_18-15-03
